"","InfoPrecos","sinopse","itens","link","codigo"
"16","Locação: 1.360,00
Condomínio R$ 250,00
IPTU / Mês R$ 55,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Jardim Alvorada
Condomínio: 250,00 / Mês - (Sujeito a alterações)
IPTU: 55,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 67.00 M²
Área Total: 67.00 M²","Área de Serviço : 1
Cozinha : 1
Elevador Social : 2
Sacada : 1
Sala de TV
Salão de Festa : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Jardim-Alvorada/108197","108197"
"17","Locação: 1.556,00
Condomínio R$ 278,12
IPTU / Mês R$ 70,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 278,12 / Mês - (Sujeito a alterações)
IPTU: 70,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 70.00 M²
Área Total: 70.00 M²","Área de Serviço : 1
Armários
Cozinha : 1
Sala de TV
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/108094","108094"
"18","Locação: 1.280,00
Condomínio R$ 543,00
IPTU / Mês R$ 61,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 543,00 / Mês - (Sujeito a alterações)
IPTU: 61,00 / Mês - (Sujeito a alterações)
Área Útil: 80.00 M²
Área Total: 90.00 M²","Área de Serviço : 1
Armários
Banheiro de Empregada : 1
Cozinha : 1
Elevador de Serviço : 1
Elevador Social : 1
Sacada : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/107429","107429"
"19","Locação: 1.112,00
Condomínio R$ 400,00
IPTU / Mês R$ 61,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 400,00 / Mês - (Sujeito a alterações)
IPTU: 61,00 / Mês - (Sujeito a alterações)
Área Útil: 74.00 M²
Área Total: 74.00 M²","Área de Serviço : 1
Armários
Cozinha : 1
Elevador de Serviço : 1
Elevador Social : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/107428","107428"
"20","Locação: 1.445,00
Condomínio R$ 530,01","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 530,01 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 78.30 M²
Área Total: 78.30 M²","Área de Serviço : 1
Armários
Cozinha : 1
Interfone
Playground
Sacada : 1
Sala : 1
Sala de TV
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/107348","107348"
"21","Locação: 1.600,00
Condomínio R$ 429,00
IPTU / Mês R$ 53,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 429,00 / Mês - (Sujeito a alterações)
IPTU: 53,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 67.00 M²
Área Total: 73.00 M²","Área de Serviço : 1
Armários
Cozinha : 1
Elevador Social : 1
Sacada : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/106951","106951"
"22","Locação: 1.112,00
Condomínio R$ 200,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 200,00 / Mês - (Sujeito a alterações)
Área Útil: 40.00 M²
Área Total: 40.00 M²","Área de Serviço : 1
Armários
Cozinha : 1
Interfone
Sala : 1, Zelador, Elevador Social: 1, Portão Eletrônico","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/106862","106862"
"23","Locação: 1.112,00
Condomínio R$ 200,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 200,00 / Mês - (Sujeito a alterações)
Área Útil: 40.00 M²
Área Total: 40.00 M²","Área de Serviço : 1
Armários
Cozinha : 1
Interfone
Sala : 1
Vagas Cobertas : 1, Zelador, Elevador Social: 1, Portão Eletrônico","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/106848","106848"
"24","Locação: 1.112,00
Condomínio R$ 200,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 200,00 / Mês - (Sujeito a alterações)
Área Útil: 40.00 M²
Área Total: 40.00 M²","Área de Serviço : 1
Armários
Cozinha : 1
Elevador Social : 1
Sala : 1
Vagas Cobertas : 1, Zelador, Elevador Social: 1, Portão Eletrônico","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/106847","106847"
"25","Locação: 2.000,00
Condomínio R$ 300,00
IPTU / Mês R$ 41,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 300,00 / Mês - (Sujeito a alterações)
IPTU: 41,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 52.00 M²
Área Total: 52.00 M²","Ar Condicionado : 1
Área de Serviço : 1
Armários
Cozinha : 1
Elevador Social : 1
Interfone
Sacada : 1
Sala : 1
Sala de TV
Vagas Cobertas : 1
Varanda","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/106834","106834"
"26","Locação: 1.112,00
Condomínio R$ 200,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 200,00 / Mês - (Sujeito a alterações)
Área Útil: 40.00 M²
Área Total: 40.00 M²","Área de Serviço : 1
Armários
Cozinha : 1
Elevador Social : 1
Interfone
Sala : 1
Vagas Cobertas : 1, Zelador, Elevador Social: 1, Portão Eletrônico","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/105820","105820"
"27","Locação: 1.112,00 Venda: 350.000,00
Condomínio R$ 700,00
IPTU / Mês R$ 109,00","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2
Banheiros: 2
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 700,00 / Mês - (Sujeito a alterações)
IPTU: 109,00 / Mês - (Sujeito a alterações)
Área Útil: 85.00 M²
Área Total: 97.00 M²","Área de Serviço : 1
Armários
Churrasqueira
Cozinha : 1
Elevador de Serviço : 1
Elevador Social : 1
Guarda Volumes : 1
Hall : 1
Interfone
Mobiliado
Piscina
Playground
Porteiro Eletrônico
Sacada : 1
Sala : 1
Sala de Jantar
Salão de Festa : 1
Vagas Cobertas : 1, Churrasqueira
Espaço Kids
Piscina Adulto
Salão de Festa","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/105484","105484"
"28","Locação: 1.334,00 Venda: 270.000,00
Condomínio R$ 225,00","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 225,00 / Mês - (Sujeito a alterações)
Área Útil: 43.00 M²","Armários
Cozinha : 1
Elevador Social : 1
Interfone
Lavanderia : 1
Playground
Porteiro Eletrônico
Sala : 1, Playground","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/105385","105385"
"29","Locação: 1.112,00
Condomínio R$ 280,00
IPTU / Mês R$ 55,02","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Jardim Alvorada
Condomínio: 280,00 / Mês - (Sujeito a alterações)
IPTU: 55,02 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 58.37 M²
Área Total: 75.04 M²","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Jardim-Alvorada/104122","104122"
"30","Locação: 1.667,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/101749","101749"
"31","Locação: 1.667,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/101746","101746"
"32","Locação: 1.100,00
Condomínio R$ 280,00
IPTU / Mês R$ 55,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Jardim Alvorada
Condomínio: 280,00 / Mês - (Sujeito a alterações)
IPTU: 55,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 58.37 M²
Área Total: 88.27 M²","Área de Serviço : 1
Copa
Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Jardim-Alvorada/99751","99751"
"33","Locação: 1.650,00
Condomínio R$ 230,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 230,00 / Mês - (Sujeito a alterações)
Suítes: 1","Cozinha : 1
Mobiliado
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/98419","98419"
"34","Locação: 1.556,00
Condomínio R$ 450,00
IPTU / Mês R$ 94,83","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 450,00 / Mês - (Sujeito a alterações)
IPTU: 94,83 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 74.00 M²
Área Total: 74.39 M²","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sacada : 1
Sala : 1, Churrasqueira
Piscina Adulto
Playground
Salão de Festa, Câmeras de Segurança
Portaria 24H
Zelador, Elevador de Serviço, Portão Eletrônico","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/84862","84862"
"35","Locação: 1.611,08 Venda: 270.000,00
Condomínio R$ 165,00
IPTU / Mês R$ 75,41","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 165,00 / Mês - (Sujeito a alterações)
IPTU: 75,41 / Mês - (Sujeito a alterações)
Área Útil: 91.20 M²","Área de Serviço : 1
Copa
Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/83494","83494"
"36","Locação: 1.667,00
Condomínio R$ 295,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 295,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 69.00 M²","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sacada : 1
Sala : 1, Zelador, Elevador Social: 1, Portão Eletrônico","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/80239","80239"
"37","Locação: 1.500,00 Venda: 350.000,00
Condomínio R$ 763,02","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 763,02 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 70.23 M²","Ar Condicionado : 1
Closet : 1
Copa
Cozinha : 1
Elevador de Serviço : 1
Elevador Social : 1
Interfone
Lavanderia : 1
Mobiliado
Sacada : 1
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/79459","79459"
"38","Locação: 1.180,00
Condomínio R$ 180,00
IPTU / Mês R$ 73,07","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 2
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 180,00 / Mês - (Sujeito a alterações)
IPTU: 73,07 / Mês - (Sujeito a alterações)
Área Útil: 54.00 M²","Cozinha : 1
Despensa
Interfone
Lavanderia : 1
Mobiliado
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/77437","77437"
"39","Locação: 1.112,00
Condomínio R$ 216,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Jardim Alvorada
Condomínio: 216,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 56.00 M²","Churrasqueira
Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sacada : 1
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Jardim-Alvorada/76786","76786"
"40","Locação: 1.200,00 Venda: 300.000,00
Condomínio R$ 650,00","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 650,00 / Mês - (Sujeito a alterações)
Área Útil: 74.20 M²
Área Total: 74.20 M²","Churrasqueira
Copa
Cozinha : 1
Elevador de Serviço : 1
Elevador Social : 1
Interfone
Lavanderia : 1
Mobiliado
Piscina Adulto : 1
Sacada : 1
Sala : 1, Churrasqueira
Espaço Kids
Piscina Adulto
Salão de Festa","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/76738","76738"
"41","Locação: 1.556,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Suítes: 1
Área Útil: 69.00 M²","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1, Zelador, Elevador Social: 1, Portão Eletrônico","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/74893","74893"
"42","Locação: 1.200,00 Venda: 300.000,00
Condomínio R$ 280,00
IPTU / Mês R$ 50,00","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Jardim Alvorada
Condomínio: 280,00 / Mês - (Sujeito a alterações)
IPTU: 50,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 57.00 M²
Área Total: 57.00 M²","Copa
Cozinha : 1
Lavanderia : 1
Mobiliado
Sacada : 1
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Jardim-Alvorada/54853","54853"
"43","Locação: 1.350,00
Condomínio R$ 155,00
IPTU / Mês R$ 72,40","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 2
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 155,00 / Mês - (Sujeito a alterações)
IPTU: 72,40 / Mês - (Sujeito a alterações)","Banheiro de Empregada : 1
Cozinha : 1
Lavanderia : 1
Mobiliado
Sala : 2
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/54610","54610"
"44","Locação: 1.738,26
Condomínio R$ 319,33
IPTU / Mês R$ 59,93","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 319,33 / Mês - (Sujeito a alterações)
IPTU: 59,93 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 64.00 M²
Área Total: 64.00 M²","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/52384","52384"
"45","Locação: 1.112,00 Venda: 320.000,00
Condomínio R$ 350,00
IPTU / Mês R$ 55,00","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 350,00 / Mês - (Sujeito a alterações)
IPTU: 55,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 78.00 M²
Área Total: 93.00 M²","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/50887","50887"
"46","Locação: 1.533,60
Condomínio R$ 208,90
IPTU / Mês R$ 38,79","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 208,90 / Mês - (Sujeito a alterações)
IPTU: 38,79 / Mês - (Sujeito a alterações)","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/39271","39271"
"47","Locação: 1.120,68 Venda: 192.000,00
Condomínio R$ 222,00
IPTU / Mês R$ 38,89","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 222,00 / Mês - (Sujeito a alterações)
IPTU: 38,89 / Mês - (Sujeito a alterações)
Área Útil: 43.00 M²","Churrasqueira
Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1, Playground","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/38818","38818"
"48","Locação: 1.350,00
Condomínio R$ 100,00
IPTU / Mês R$ 66,17","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 100,00 / Mês - (Sujeito a alterações)
IPTU: 66,17 / Mês - (Sujeito a alterações)
Suítes: 1","Cozinha : 1
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/38548","38548"
"49","Locação: 1.200,00 Venda: 335.000,00
Condomínio R$ 420,00","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 420,00 / Mês - (Sujeito a alterações)
Área Útil: 74.00 M²
Área Total: 103.00 M²","Cozinha : 1
Elevador Social : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/37801","37801"
"50","Locação: 1.500,00
Condomínio R$ 257,70
IPTU / Mês R$ 38,78","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 257,70 / Mês - (Sujeito a alterações)
IPTU: 38,78 / Mês - (Sujeito a alterações)
Área Útil: 54.65 M²
Área Total: 54.65 M²","Cozinha : 1
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/36802","36802"
